"drugbank_id"	"pert_id"	"inchi_key"	"cmap_name"	"compound_aliases"	"target"	"moa"	"common_name"
"DB00208"	"BRD-K00603606"	"PHWBOXQYWZNQIN-UHFFFAOYSA-N"	"TICLOPIDINE"	""	"P2RY12"	"Purinergic receptor antagonist"	"TICLOPIDINE"
"DB00210"	"BRD-K33127281"	"LZCDAPDGXCYOEH-UHFFFAOYSA-N"	"ADAPALENE"	""	"RARA"	"Retinoid receptor agonist"	"ADAPALENE"
"DB00210"	"BRD-K33127281"	"LZCDAPDGXCYOEH-UHFFFAOYSA-N"	"ADAPALENE"	""	"RARG"	"Retinoid receptor agonist"	"ADAPALENE"
"DB00210"	"BRD-K33127281"	"LZCDAPDGXCYOEH-UHFFFAOYSA-N"	"ADAPALENE"	""	"RARB"	"Retinoid receptor agonist"	"ADAPALENE"
"DB00211"	"BRD-A79981887"	"PTKSEFOSCHHMPD-UHFFFAOYSA-N"	"MIDODRINE"	""	"ADRA1D"	"Adrenergic receptor agonist"	"MIDODRINE"
"DB00211"	"BRD-A79981887"	"PTKSEFOSCHHMPD-UHFFFAOYSA-N"	"MIDODRINE"	""	"ADRA1B"	"Adrenergic receptor agonist"	"MIDODRINE"
"DB00211"	"BRD-A79981887"	"PTKSEFOSCHHMPD-UHFFFAOYSA-N"	"MIDODRINE"	""	"ADRA1A"	"Adrenergic receptor agonist"	"MIDODRINE"
"DB00213"	"BRD-A22380646"	"IQPSEEYGBUAQFF-UHFFFAOYSA-N"	"PANTOPRAZOLE"	""	"ATP4A"	"ATPase inhibitor"	"PANTOPRAZOLE"
"DB00214"	"BRD-K30480208"	"NGBFQHCMQULJNZ-UHFFFAOYSA-N"	"TORASEMIDE"	""	"SLC12A1"	"Thromboxane receptor antagonist"	"TORASEMIDE"
"DB00214"	"BRD-K30480208"	"NGBFQHCMQULJNZ-UHFFFAOYSA-N"	"TORASEMIDE"	""	"SLC12A1"	"Electrolyte reabsorption inhibitor"	"TORASEMIDE"
"DB00215"	"BRD-A47598013"	"WSEQXVZVJXJVFP-UHFFFAOYSA-N"	"CITALOPRAM"	""	"SLC6A4"	"Serotonin reuptake inhibitor"	"CITALOPRAM"
"DB00218"	"BRD-K66615216"	"FABPRXSRWADJSP-MEDUHNTESA-N"	"MOXIFLOXACIN"	""	""	""	"MOXIFLOXACIN"
"DB00219"	"BRD-A14208071"	"GFRUPHOKLBPHTQ-UHFFFAOYSA-N"	"OXYPHENONIUM"	""	"CHRM1"	"Cholinergic receptor antagonist"	"OXYPHENONIUM"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP2B6"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP2B6"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP2C9"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP2C9"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP3A7"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP1A2"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP1A2"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP2C19"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP3A4"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP3A7"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP2D6"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP3A4"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K74117820"	"QAGYKUNXZHXKMR-HKWSIXNMSA-N"	"NELFINAVIR"	""	"CYP2D6"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00220"	"BRD-K60460488"	"QAGYKUNXZHXKMR-BBDMRMKHSA-N"	"NELFINAVIR"	""	"CYP2C19"	"HIV protease inhibitor"	"NELFINAVIR"
"DB00221"	"BRD-A24587114"	"HUYWAWARQUIQLE-UHFFFAOYSA-N"	"ISOETHARINE"	""	""	""	"ISOETHARINE"
"DB00222"	"BRD-K34776109"	"WIGIZIANZCJQQY-RUCARUNLSA-N"	"GLIMEPIRIDE"	""	"KCNJ11"	"Insulin secretagogue"	"GLIMEPIRIDE"
"DB00222"	"BRD-K42693031"	"WIGIZIANZCJQQY-UHFFFAOYSA-N"	"GLIMEPIRIDE"	""	"KCNJ11"	"Insulin secretagogue"	"GLIMEPIRIDE"
"DB00222"	"BRD-K42693031"	"WIGIZIANZCJQQY-UHFFFAOYSA-N"	"GLIMEPIRIDE"	""	"ABCC8"	"Insulin secretagogue"	"GLIMEPIRIDE"
"DB00222"	"BRD-K34776109"	"WIGIZIANZCJQQY-RUCARUNLSA-N"	"GLIMEPIRIDE"	""	"ABCC8"	"Insulin secretagogue"	"GLIMEPIRIDE"
"DB00223"	"BRD-K17674993"	"BOBLHFUVNSFZPJ-JOYXJVLSSA-N"	"DIFLORASONE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"DIFLORASONE"
"DB00223"	"BRD-K17041687"	"BOBLHFUVNSFZPJ-VPQUHHNCSA-N"	"DIFLORASONE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"DIFLORASONE"
"DB00224"	"BRD-K33226500"	"CBVCZFGXHXORBI-PXQQMZJSSA-N"	"INDINAVIR"	""	"CYP3A5"	"HIV protease inhibitor"	"INDINAVIR"
"DB00224"	"BRD-K33226500"	"CBVCZFGXHXORBI-PXQQMZJSSA-N"	"INDINAVIR"	""	"CYP3A7"	"HIV protease inhibitor"	"INDINAVIR"
"DB00224"	"BRD-K33226500"	"CBVCZFGXHXORBI-PXQQMZJSSA-N"	"INDINAVIR"	""	"CYP3A4"	"HIV protease inhibitor"	"INDINAVIR"
"DB00226"	"BRD-A14262390"	"HPBNRIOWIXYZFK-UHFFFAOYSA-N"	"GUANADREL"	""	"SLC6A2"	"Adrenergic inhibitor"	"GUANADREL"
"DB00226"	"BRD-M34926192"	"SPMDBEGOXXCYHV-UHFFFAOYSA-N"	"GUANADREL"	""	"SLC6A2"	"Adrenergic inhibitor"	"GUANADREL"
"DB00227"	"BRD-K09416995"	"PCZOHLXUXFIOCF-BXMDZJJMSA-N"	"LOVASTATIN"	""	"HMGCR"	"HMGCR inhibitor"	"LOVASTATIN"
"DB00227"	"BRD-A70155556"	"QLJODMDSTUBWDW-UHFFFAOYSA-N"	"LOVASTATIN"	""	"HMGCR"	"HMGCR inhibitor"	"LOVASTATIN"
"DB00227"	"BRD-K17113870"	"PCZOHLXUXFIOCF-ZZUUWIQOSA-N"	"LOVASTATIN"	""	"HMGCR"	"HMGCR inhibitor"	"LOVASTATIN"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRA1"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRG1"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRA6"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRP"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRB1"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRE"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRD"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRA3"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRG3"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRQ"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRG2"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRA2"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRA5"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRA4"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GLRA1"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRB3"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GABRB2"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00228"	"BRD-A51831848"	"JPGQOUSTVILISH-UHFFFAOYSA-N"	"ENFLURANE"	""	"GLRB"	"Membrane permeability inhibitor"	"ENFLURANE"
"DB00229"	"BRD-K02275692"	"QYQDKDWGWDOFFU-IUODEOHRSA-N"	"CEFOTIAM"	""	""	""	"CEFOTIAM"
"DB00229"	"BRD-K21815137"	"QYQDKDWGWDOFFU-SWLSCSKDSA-N"	"CEFOTIAM"	""	""	""	"CEFOTIAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRA5"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRB2"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRD"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRE"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRA3"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRA2"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRQ"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRG2"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRG3"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRG1"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRA1"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRA6"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRB1"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRB3"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRA4"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00231"	"BRD-A93093700"	"SEQDDYPDSLOBDC-UHFFFAOYSA-N"	"TEMAZEPAM"	""	"GABRP"	"GABA receptor agonist"	"TEMAZEPAM"
"DB00233"	"BRD-K80267133"	"WUBBRNOQWQTFEX-UHFFFAOYSA-N"	"AMINOSALICYLIC-ACID"	""	"PTGS1"	"Cyclooxygenase inhibitor"	"AMINOSALICYLIC ACID"
"DB00233"	"BRD-K80267133"	"WUBBRNOQWQTFEX-UHFFFAOYSA-N"	"AMINOSALICYLIC-ACID"	""	"PTGS2"	"Cyclooxygenase inhibitor"	"AMINOSALICYLIC ACID"
"DB00234"	"BRD-K32480324"	"CBQGYUDMJHNJBX-MOPGFXCFSA-N"	"REBOXETINE"	""	"SLC6A2"	"Adrenergic receptor antagonist"	"REBOXETINE"
"DB00234"	"BRD-A43974499"	"CBQGYUDMJHNJBX-UHFFFAOYSA-N"	"REBOXETINE"	""	"SLC6A2"	"Adrenergic receptor antagonist"	"REBOXETINE"
"DB00234"	"BRD-M39350793"	"XGSCYTRLSDKRRZ-JQDMTEHVSA-N"	"REBOXETINE"	""	"SLC6A2"	"Adrenergic receptor antagonist"	"REBOXETINE"
"DB00235"	"BRD-K67080878"	"PZRHRDRVRGEVNW-UHFFFAOYSA-N"	"MILRINONE"	""	"PDE3A"	"Phosphodiesterase inhibitor"	"MILRINONE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP2A6"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP2B6"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP2D6"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP1A2"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP2C9"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP3A5"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00238"	"BRD-K15502390"	"NQDJXKOVJZTUJA-UHFFFAOYSA-N"	"NEVIRAPINE"	""	"CYP3A4"	"Reverse transcriptase inhibitor"	"NEVIRAPINE"
"DB00239"	"BRD-K56104152"	"QRJJEGAJXVEBNE-HKOYGPOVSA-N"	"OXICONAZOLE"	""	""	""	"OXICONAZOLE"
"DB00239"	"BRD-K23369905"	"QRJJEGAJXVEBNE-MOHJPFBDSA-N"	"OXICONAZOLE"	""	""	""	"OXICONAZOLE"
"DB00239"	"BRD-K88538023"	"QRJJEGAJXVEBNE-UHFFFAOYSA-N"	"OXICONAZOLE"	""	""	""	"OXICONAZOLE"
"DB00240"	"BRD-A90131694"	"DJHCCTTVDRAMEH-PEDQINGESA-N"	"ALCLOMETASONE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"ALCLOMETASONE"
"DB00240"	"BRD-A63934767"	"DJHCCTTVDRAMEH-BNMIAHSWSA-N"	"ALCLOMETASONE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"ALCLOMETASONE"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRQ"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRD"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRB3"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRG1"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRG3"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRA4"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRB1"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRP"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRA5"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRE"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRA2"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRA1"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRA3"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRB2"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRA6"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00241"	"BRD-K71350836"	"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"	"BUTALBITAL"	""	"GABRG2"	"GABA receptor antagonist"	"BUTALBITAL"
"DB00242"	"BRD-K93034159"	"PTOAARAWEBMLNO-KVQBGUIXSA-N"	"CLADRIBINE"	""	"ADA"	"Adenosine deaminase inhibitor"	"CLADRIBINE"
"DB00242"	"BRD-K93034159"	"PTOAARAWEBMLNO-KVQBGUIXSA-N"	"CLADRIBINE"	""	"ADA"	"Ribonucleoside reductase inhibitor"	"CLADRIBINE"
"DB00243"	"BRD-A97674275"	"XKLMZUWKNUAPSZ-UHFFFAOYSA-N"	"RANOLAZINE"	""	"SCN9A"	"Sodium channel blocker"	"RANOLAZINE"
"DB00243"	"BRD-A97674275"	"XKLMZUWKNUAPSZ-UHFFFAOYSA-N"	"RANOLAZINE"	""	"SCN5A"	"Sodium channel blocker"	"RANOLAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PTGS1"	"Prostanoid receptor antagonist"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PTGS2"	"Prostanoid receptor antagonist"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"ALOX5"	"Lipoxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PPARG"	"Lipoxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PTGS1"	"Lipoxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PTGS2"	"Cyclooxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"ALOX5"	"Cyclooxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PPARG"	"Cyclooxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"ALOX5"	"Prostanoid receptor antagonist"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PTGS1"	"Cyclooxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PTGS2"	"Lipoxygenase inhibitor"	"MESALAZINE"
"DB00244"	"BRD-K28849549"	"KBOPZPXVLCULAV-UHFFFAOYSA-N"	"MESALAZINE"	""	"PPARG"	"Prostanoid receptor antagonist"	"MESALAZINE"
"DB00245"	"BRD-K68804560"	"GIJXKZJWITVLHI-PMOLBWCYSA-N"	"BENZATROPINE"	""	"CHRM1"	"Acetylcholine receptor antagonist"	"BENZATROPINE"
"DB00245"	"BRD-A25067867"	"GIJXKZJWITVLHI-UHFFFAOYSA-N"	"BENZATROPINE"	""	"CHRM1"	"Acetylcholine receptor antagonist"	"BENZATROPINE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"DRD2"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR7"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1B"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1A"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR2C"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1D"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1E"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HRH1"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR2A"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR2C"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1A"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR7"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR2A"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"DRD2"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1D"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1B"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HTR1E"	"Dopamine receptor antagonist"	"ZIPRASIDONE"
"DB00246"	"BRD-K29582115"	"MVWVFYHBGMAFLY-UHFFFAOYSA-N"	"ZIPRASIDONE"	""	"HRH1"	"Serotonin receptor antagonist"	"ZIPRASIDONE"
